event_id,user_id,event_name,event_timestamp,platform,country
EVT004365,USR0049,login,2026-02-06 13:05:35,iOS,France
EVT004366,USR0058,complete_session,2026-02-06 13:08:36,iOS,Germany
EVT004367,USR0172,start_session,2026-02-06 13:12:41,Android,Turkey
EVT004368,USR0146,complete_session,2026-02-06 13:18:23,iOS,Turkey
EVT004369,USR0112,upgrade_to_premium,2026-02-06 13:22:09,Android,United Kingdom
EVT004370,USR0176,complete_session,2026-02-06 13:40:18,iOS,Turkey
EVT004371,USR0207,signup,2026-02-06 13:42:33,iOS,Netherlands
EVT004372,USR0166,login,2026-02-06 13:44:43,Android,Netherlands
EVT004373,USR0120,login,2026-02-06 13:58:44,Android,Turkey
EVT004374,USR0172,complete_session,2026-02-06 14:07:41,Android,Turkey
EVT004375,USR0120,start_session,2026-02-06 14:08:44,Android,Turkey
EVT004376,USR0177,login,2026-02-06 14:22:37,iOS,United Kingdom
EVT004377,USR0104,login,2026-02-06 14:30:45,Android,Netherlands
EVT004378,USR0069,login,2026-02-06 14:42:49,iOS,Netherlands
EVT004379,USR0069,start_session,2026-02-06 14:44:49,iOS,Netherlands
EVT004380,USR0021,login,2026-02-06 14:45:32,Android,United Kingdom
EVT004381,USR0072,login,2026-02-06 14:45:54,iOS,United Kingdom
EVT004382,USR0205,signup,2026-02-06 14:49:39,iOS,United Kingdom
EVT004383,USR0021,start_session,2026-02-06 14:54:32,Android,United Kingdom
EVT004384,USR0120,complete_session,2026-02-06 14:54:44,Android,Turkey
EVT004385,USR0072,start_session,2026-02-06 14:56:54,iOS,United Kingdom
EVT004386,USR0021,complete_session,2026-02-06 15:11:32,Android,United Kingdom
EVT004387,USR0072,complete_session,2026-02-06 15:20:54,iOS,United Kingdom
EVT004388,USR0202,login,2026-02-06 15:31:28,Android,Germany
EVT004389,USR0202,start_session,2026-02-06 15:35:28,Android,Germany
EVT004390,USR0154,login,2026-02-06 15:37:50,iOS,Netherlands
EVT004391,USR0208,login,2026-02-06 15:44:14,iOS,Turkey
EVT004392,USR0154,start_session,2026-02-06 15:44:50,iOS,Netherlands
EVT004393,USR0195,login,2026-02-06 15:51:58,iOS,Netherlands
EVT004394,USR0171,login,2026-02-06 15:52:11,iOS,United Kingdom
EVT004395,USR0195,start_session,2026-02-06 15:53:58,iOS,Netherlands
EVT004396,USR0126,login,2026-02-06 15:54:36,iOS,United Kingdom
EVT004397,USR0208,start_session,2026-02-06 15:56:14,iOS,Turkey
EVT004398,USR0126,start_session,2026-02-06 16:03:36,iOS,United Kingdom
EVT004399,USR0171,start_session,2026-02-06 16:04:11,iOS,United Kingdom
EVT004400,USR0146,login,2026-02-06 16:05:08,iOS,Turkey
EVT004401,USR0154,login,2026-02-06 16:06:06,iOS,Netherlands
EVT004402,USR0154,start_session,2026-02-06 16:10:06,iOS,Netherlands
EVT004403,USR0004,login,2026-02-06 16:14:47,iOS,United Kingdom
EVT004404,USR0167,login,2026-02-06 16:15:50,iOS,France
EVT004405,USR0004,start_session,2026-02-06 16:16:47,iOS,United Kingdom
EVT004406,USR0154,complete_session,2026-02-06 16:19:50,iOS,Netherlands
EVT004407,USR0200,login,2026-02-06 16:27:44,iOS,United Kingdom
EVT004408,USR0192,login,2026-02-06 16:31:27,Android,Turkey
EVT004409,USR0153,login,2026-02-06 16:31:49,Android,Germany
EVT004410,USR0130,upgrade_to_premium,2026-02-06 16:36:35,Android,Germany
EVT004411,USR0192,start_session,2026-02-06 16:37:27,Android,Turkey
EVT004412,USR0200,start_session,2026-02-06 16:39:44,iOS,United Kingdom
EVT004413,USR0126,complete_session,2026-02-06 16:47:36,iOS,United Kingdom
EVT004414,USR0067,login,2026-02-06 16:51:34,Android,Netherlands
EVT004415,USR0197,login,2026-02-06 16:58:26,Android,Turkey
EVT004416,USR0067,start_session,2026-02-06 17:03:34,Android,Netherlands
EVT004417,USR0200,complete_session,2026-02-06 17:03:44,iOS,United Kingdom
EVT004418,USR0154,complete_session,2026-02-06 17:06:06,iOS,Netherlands
EVT004419,USR0197,start_session,2026-02-06 17:06:26,Android,Turkey
EVT004420,USR0137,login,2026-02-06 17:10:35,Android,United Kingdom
EVT004421,USR0137,start_session,2026-02-06 17:18:35,Android,United Kingdom
EVT004422,USR0184,login,2026-02-06 17:19:44,Android,France
EVT004423,USR0184,start_session,2026-02-06 17:25:44,Android,France
EVT004424,USR0137,complete_session,2026-02-06 17:47:35,Android,United Kingdom
EVT004425,USR0046,login,2026-02-06 17:50:34,iOS,Germany
EVT004426,USR0032,login,2026-02-06 17:51:06,Android,Turkey
EVT004427,USR0134,login,2026-02-06 17:54:41,Android,Turkey
EVT004428,USR0045,login,2026-02-06 17:55:58,iOS,Germany
EVT004429,USR0189,login,2026-02-06 17:56:06,iOS,Turkey
EVT004430,USR0019,login,2026-02-06 17:56:26,iOS,Turkey
EVT004431,USR0146,login,2026-02-06 17:59:43,iOS,Turkey
EVT004432,USR0046,start_session,2026-02-06 18:00:34,iOS,Germany
EVT004433,USR0134,start_session,2026-02-06 18:01:41,Android,Turkey
EVT004434,USR0032,start_session,2026-02-06 18:03:06,Android,Turkey
EVT004435,USR0143,login,2026-02-06 18:04:20,iOS,France
EVT004436,USR0078,login,2026-02-06 18:04:27,Android,Turkey
EVT004437,USR0189,start_session,2026-02-06 18:06:06,iOS,Turkey
EVT004438,USR0078,start_session,2026-02-06 18:06:27,Android,Turkey
EVT004439,USR0143,start_session,2026-02-06 18:09:20,iOS,France
EVT004440,USR0132,login,2026-02-06 18:11:00,iOS,Turkey
EVT004441,USR0146,start_session,2026-02-06 18:11:43,iOS,Turkey
EVT004442,USR0046,complete_session,2026-02-06 18:19:34,iOS,Germany
EVT004443,USR0132,start_session,2026-02-06 18:20:00,iOS,Turkey
EVT004444,USR0189,complete_session,2026-02-06 18:21:06,iOS,Turkey
EVT004445,USR0190,login,2026-02-06 18:22:15,iOS,Netherlands
EVT004446,USR0032,complete_session,2026-02-06 18:26:06,Android,Turkey
EVT004447,USR0134,complete_session,2026-02-06 18:36:41,Android,Turkey
EVT004448,USR0078,complete_session,2026-02-06 18:44:27,Android,Turkey
EVT004449,USR0146,complete_session,2026-02-06 18:53:43,iOS,Turkey
EVT004450,USR0084,login,2026-02-06 19:01:08,iOS,Netherlands
EVT004451,USR0084,start_session,2026-02-06 19:03:08,iOS,Netherlands
EVT004452,USR0132,complete_session,2026-02-06 19:10:00,iOS,Turkey
EVT004453,USR0194,login,2026-02-06 19:19:24,iOS,France
EVT004454,USR0194,start_session,2026-02-06 19:20:24,iOS,France
EVT004455,USR0120,login,2026-02-06 19:29:27,Android,Turkey
EVT004456,USR0120,start_session,2026-02-06 19:37:27,Android,Turkey
EVT004457,USR0084,complete_session,2026-02-06 19:41:08,iOS,Netherlands
EVT004458,USR0204,signup,2026-02-06 19:51:54,Android,United Kingdom
EVT004459,USR0005,login,2026-02-06 20:06:47,Android,United Kingdom
EVT004460,USR0084,login,2026-02-06 20:06:51,iOS,Netherlands
EVT004461,USR0171,login,2026-02-06 20:08:53,iOS,United Kingdom
EVT004462,USR0005,start_session,2026-02-06 20:09:47,Android,United Kingdom
EVT004463,USR0084,start_session,2026-02-06 20:09:51,iOS,Netherlands
EVT004464,USR0203,signup,2026-02-06 20:19:55,iOS,Turkey
EVT004465,USR0120,complete_session,2026-02-06 20:28:27,Android,Turkey
EVT004466,USR0084,complete_session,2026-02-06 20:51:51,iOS,Netherlands
EVT004467,USR0005,complete_session,2026-02-06 21:01:47,Android,United Kingdom
EVT004468,USR0175,login,2026-02-06 21:18:17,Android,United Kingdom
EVT004469,USR0190,login,2026-02-06 21:21:20,iOS,Netherlands
EVT004470,USR0175,start_session,2026-02-06 21:23:17,Android,United Kingdom
EVT004471,USR0162,login,2026-02-06 21:34:47,iOS,Germany
EVT004472,USR0175,complete_session,2026-02-06 22:11:17,Android,United Kingdom
EVT004473,USR0132,login,2026-02-06 22:15:07,iOS,Turkey
EVT004474,USR0174,login,2026-02-06 22:19:08,iOS,United Kingdom
EVT004475,USR0206,login,2026-02-06 22:20:11,Android,Germany
EVT004476,USR0174,start_session,2026-02-06 22:23:08,iOS,United Kingdom
EVT004477,USR0206,start_session,2026-02-06 22:30:11,Android,Germany
EVT004478,USR0052,login,2026-02-06 22:43:34,iOS,United Kingdom
EVT004479,USR0052,start_session,2026-02-06 22:50:34,iOS,United Kingdom
EVT004480,USR0206,complete_session,2026-02-06 23:07:11,Android,Germany
EVT004481,USR0174,complete_session,2026-02-06 23:11:08,iOS,United Kingdom
EVT004482,USR0052,complete_session,2026-02-06 23:21:34,iOS,United Kingdom
EVT004483,USR0185,login,2026-02-07 07:15:32,iOS,Germany
EVT004484,USR0192,login,2026-02-07 07:20:07,Android,Turkey
EVT004485,USR0142,login,2026-02-07 07:22:25,iOS,Turkey
EVT004486,USR0185,start_session,2026-02-07 07:25:32,iOS,Germany
EVT004487,USR0192,start_session,2026-02-07 07:26:07,Android,Turkey
EVT004488,USR0142,start_session,2026-02-07 07:28:25,iOS,Turkey
EVT004489,USR0176,login,2026-02-07 07:39:06,iOS,Turkey
EVT004490,USR0213,signup,2026-02-07 07:42:53,iOS,United Kingdom
EVT004491,USR0142,complete_session,2026-02-07 08:01:25,iOS,Turkey
EVT004492,USR0196,login,2026-02-07 08:04:05,iOS,Turkey
EVT004493,USR0185,complete_session,2026-02-07 08:05:32,iOS,Germany
EVT004494,USR0196,start_session,2026-02-07 08:08:05,iOS,Turkey
EVT004495,USR0202,login,2026-02-07 08:30:04,Android,Germany
EVT004496,USR0149,login,2026-02-07 08:30:05,Android,Netherlands
EVT004497,USR0049,login,2026-02-07 08:30:30,iOS,France
EVT004498,USR0202,start_session,2026-02-07 08:33:04,Android,Germany
EVT004499,USR0049,start_session,2026-02-07 08:34:30,iOS,France
EVT004500,USR0105,login,2026-02-07 08:36:18,Android,Turkey
EVT004501,USR0105,start_session,2026-02-07 08:38:18,Android,Turkey
EVT004502,USR0035,login,2026-02-07 08:38:48,Android,United Kingdom
EVT004503,USR0035,start_session,2026-02-07 08:41:48,Android,United Kingdom
EVT004504,USR0176,login,2026-02-07 08:43:34,iOS,Turkey
EVT004505,USR0176,start_session,2026-02-07 08:51:34,iOS,Turkey
EVT004506,USR0049,complete_session,2026-02-07 09:13:30,iOS,France
EVT004507,USR0105,complete_session,2026-02-07 09:15:18,Android,Turkey
EVT004508,USR0202,complete_session,2026-02-07 09:21:04,Android,Germany
EVT004509,USR0072,login,2026-02-07 09:23:47,iOS,United Kingdom
EVT004510,USR0035,complete_session,2026-02-07 09:23:48,Android,United Kingdom
EVT004511,USR0168,login,2026-02-07 09:25:18,iOS,Germany
EVT004512,USR0168,start_session,2026-02-07 09:30:18,iOS,Germany
EVT004513,USR0072,start_session,2026-02-07 09:34:47,iOS,United Kingdom
EVT004514,USR0176,complete_session,2026-02-07 09:40:34,iOS,Turkey
EVT004515,USR0163,login,2026-02-07 09:54:22,iOS,Turkey
EVT004516,USR0124,login,2026-02-07 09:54:47,Android,United Kingdom
EVT004517,USR0028,login,2026-02-07 09:55:02,iOS,Turkey
EVT004518,USR0163,start_session,2026-02-07 09:58:22,iOS,Turkey
EVT004519,USR0124,start_session,2026-02-07 10:01:47,Android,United Kingdom
EVT004520,USR0028,start_session,2026-02-07 10:05:02,iOS,Turkey
EVT004521,USR0160,login,2026-02-07 10:13:30,iOS,France
EVT004522,USR0168,complete_session,2026-02-07 10:15:18,iOS,Germany
EVT004523,USR0155,login,2026-02-07 10:15:30,Android,United Kingdom
EVT004524,USR0160,start_session,2026-02-07 10:18:30,iOS,France
EVT004525,USR0155,start_session,2026-02-07 10:24:30,Android,United Kingdom
EVT004526,USR0209,login,2026-02-07 10:26:47,Android,Turkey
EVT004527,USR0209,start_session,2026-02-07 10:30:47,Android,Turkey
EVT004528,USR0122,login,2026-02-07 10:32:21,iOS,Netherlands
EVT004529,USR0122,start_session,2026-02-07 10:38:21,iOS,Netherlands
EVT004530,USR0163,complete_session,2026-02-07 10:39:22,iOS,Turkey
EVT004531,USR0160,complete_session,2026-02-07 10:41:30,iOS,France
EVT004532,USR0072,login,2026-02-07 10:45:23,iOS,United Kingdom
EVT004533,USR0124,complete_session,2026-02-07 10:46:47,Android,United Kingdom
EVT004534,USR0028,complete_session,2026-02-07 10:48:02,iOS,Turkey
EVT004535,USR0072,start_session,2026-02-07 10:52:23,iOS,United Kingdom
EVT004536,USR0188,login,2026-02-07 10:59:59,Android,Netherlands
EVT004537,USR0022,login,2026-02-07 11:00:11,iOS,United Kingdom
EVT004538,USR0022,start_session,2026-02-07 11:05:11,iOS,United Kingdom
EVT004539,USR0188,start_session,2026-02-07 11:06:59,Android,Netherlands
EVT004540,USR0033,login,2026-02-07 11:19:54,iOS,Germany
EVT004541,USR0122,complete_session,2026-02-07 11:22:21,iOS,Netherlands
EVT004542,USR0209,complete_session,2026-02-07 11:22:47,Android,Turkey
EVT004543,USR0067,login,2026-02-07 11:22:49,Android,Netherlands
EVT004544,USR0126,login,2026-02-07 11:31:44,iOS,United Kingdom
EVT004545,USR0067,start_session,2026-02-07 11:32:49,Android,Netherlands
EVT004546,USR0126,start_session,2026-02-07 11:34:44,iOS,United Kingdom
EVT004547,USR0072,complete_session,2026-02-07 11:41:23,iOS,United Kingdom
EVT004548,USR0188,complete_session,2026-02-07 11:44:59,Android,Netherlands
EVT004549,USR0089,login,2026-02-07 11:47:59,iOS,United Kingdom
EVT004550,USR0211,login,2026-02-07 11:50:41,Android,Netherlands
EVT004551,USR0089,start_session,2026-02-07 11:57:59,iOS,United Kingdom
EVT004552,USR0195,login,2026-02-07 12:06:11,iOS,Netherlands
EVT004553,USR0200,login,2026-02-07 12:06:48,iOS,United Kingdom
EVT004554,USR0195,start_session,2026-02-07 12:08:11,iOS,Netherlands
EVT004555,USR0175,login,2026-02-07 12:10:36,Android,United Kingdom
EVT004556,USR0012,login,2026-02-07 12:11:15,iOS,United Kingdom
EVT004557,USR0126,complete_session,2026-02-07 12:11:44,iOS,United Kingdom
EVT004558,USR0200,start_session,2026-02-07 12:12:48,iOS,United Kingdom
EVT004559,USR0175,start_session,2026-02-07 12:17:36,Android,United Kingdom
EVT004560,USR0012,start_session,2026-02-07 12:23:15,iOS,United Kingdom
EVT004561,USR0067,complete_session,2026-02-07 12:30:49,Android,Netherlands
EVT004562,USR0089,complete_session,2026-02-07 12:31:59,iOS,United Kingdom
EVT004563,USR0144,login,2026-02-07 12:32:42,iOS,France
EVT004564,USR0206,login,2026-02-07 12:32:54,Android,Germany
EVT004565,USR0195,complete_session,2026-02-07 12:35:11,iOS,Netherlands
EVT004566,USR0175,complete_session,2026-02-07 12:38:36,Android,United Kingdom
EVT004567,USR0156,login,2026-02-07 12:42:57,iOS,Turkey
EVT004568,USR0193,login,2026-02-07 12:45:14,iOS,United Kingdom
EVT004569,USR0062,login,2026-02-07 12:45:34,Android,Netherlands
EVT004570,USR0193,start_session,2026-02-07 12:47:14,iOS,United Kingdom
EVT004571,USR0156,start_session,2026-02-07 12:49:57,iOS,Turkey
EVT004572,USR0020,login,2026-02-07 13:00:40,iOS,Germany
EVT004573,USR0193,complete_session,2026-02-07 13:03:14,iOS,United Kingdom
EVT004574,USR0020,start_session,2026-02-07 13:05:40,iOS,Germany
EVT004575,USR0012,complete_session,2026-02-07 13:15:15,iOS,United Kingdom
EVT004576,USR0161,login,2026-02-07 13:15:39,Android,Germany
EVT004577,USR0197,login,2026-02-07 13:16:10,Android,Turkey
EVT004578,USR0161,start_session,2026-02-07 13:19:39,Android,Germany
EVT004579,USR0020,complete_session,2026-02-07 13:24:40,iOS,Germany
EVT004580,USR0197,start_session,2026-02-07 13:28:10,Android,Turkey
EVT004581,USR0084,login,2026-02-07 13:43:00,iOS,Netherlands
EVT004582,USR0084,start_session,2026-02-07 13:47:00,iOS,Netherlands
EVT004583,USR0156,complete_session,2026-02-07 13:47:57,iOS,Turkey
EVT004584,USR0051,login,2026-02-07 13:50:49,iOS,Netherlands
EVT004585,USR0051,start_session,2026-02-07 13:53:49,iOS,Netherlands
EVT004586,USR0051,complete_session,2026-02-07 14:11:49,iOS,Netherlands
EVT004587,USR0197,complete_session,2026-02-07 14:23:10,Android,Turkey
EVT004588,USR0012,login,2026-02-07 14:36:54,iOS,United Kingdom
EVT004589,USR0194,login,2026-02-07 14:38:06,iOS,France
EVT004590,USR0084,complete_session,2026-02-07 14:42:00,iOS,Netherlands
EVT004591,USR0194,start_session,2026-02-07 14:45:06,iOS,France
EVT004592,USR0190,login,2026-02-07 15:03:14,iOS,Netherlands
EVT004593,USR0190,start_session,2026-02-07 15:11:14,iOS,Netherlands
EVT004594,USR0194,login,2026-02-07 15:15:05,iOS,France
EVT004595,USR0104,login,2026-02-07 15:16:33,Android,Netherlands
EVT004596,USR0177,login,2026-02-07 15:20:37,iOS,United Kingdom
EVT004597,USR0198,login,2026-02-07 15:23:13,iOS,Germany
EVT004598,USR0194,start_session,2026-02-07 15:24:05,iOS,France
EVT004599,USR0177,start_session,2026-02-07 15:24:37,iOS,United Kingdom
EVT004600,USR0025,login,2026-02-07 15:28:26,Android,Netherlands
EVT004601,USR0107,login,2026-02-07 15:29:59,Android,Turkey
EVT004602,USR0213,login,2026-02-07 15:33:38,iOS,United Kingdom
EVT004603,USR0212,signup,2026-02-07 15:34:03,Android,Turkey
EVT004604,USR0198,start_session,2026-02-07 15:34:13,iOS,Germany
EVT004605,USR0213,start_session,2026-02-07 15:36:38,iOS,United Kingdom
EVT004606,USR0025,start_session,2026-02-07 15:38:26,Android,Netherlands
EVT004607,USR0194,complete_session,2026-02-07 15:43:05,iOS,France
EVT004608,USR0032,login,2026-02-07 15:44:48,Android,Turkey
EVT004609,USR0041,login,2026-02-07 15:49:06,Android,Turkey
EVT004610,USR0190,complete_session,2026-02-07 15:50:14,iOS,Netherlands
EVT004611,USR0211,signup,2026-02-07 15:54:26,Android,Netherlands
EVT004612,USR0041,start_session,2026-02-07 15:57:06,Android,Turkey
EVT004613,USR0177,complete_session,2026-02-07 16:02:37,iOS,United Kingdom
EVT004614,USR0120,login,2026-02-07 16:05:31,Android,Turkey
EVT004615,USR0198,complete_session,2026-02-07 16:11:13,iOS,Germany
EVT004616,USR0204,login,2026-02-07 16:11:16,Android,United Kingdom
EVT004617,USR0204,start_session,2026-02-07 16:15:16,Android,United Kingdom
EVT004618,USR0120,start_session,2026-02-07 16:15:31,Android,Turkey
EVT004619,USR0213,complete_session,2026-02-07 16:20:38,iOS,United Kingdom
EVT004620,USR0025,complete_session,2026-02-07 16:27:26,Android,Netherlands
EVT004621,USR0204,complete_session,2026-02-07 16:36:16,Android,United Kingdom
EVT004622,USR0154,login,2026-02-07 16:41:27,iOS,Netherlands
EVT004623,USR0056,login,2026-02-07 16:42:08,Android,Netherlands
EVT004624,USR0041,complete_session,2026-02-07 16:48:06,Android,Turkey
EVT004625,USR0056,start_session,2026-02-07 16:49:08,Android,Netherlands
EVT004626,USR0120,complete_session,2026-02-07 16:52:31,Android,Turkey
EVT004627,USR0182,login,2026-02-07 17:14:11,Android,Netherlands
EVT004628,USR0091,login,2026-02-07 17:24:45,iOS,Netherlands
EVT004629,USR0201,login,2026-02-07 17:25:48,Android,United Kingdom
EVT004630,USR0182,start_session,2026-02-07 17:26:11,Android,Netherlands
EVT004631,USR0091,start_session,2026-02-07 17:29:45,iOS,Netherlands
EVT004632,USR0201,start_session,2026-02-07 17:30:48,Android,United Kingdom
EVT004633,USR0214,signup,2026-02-07 17:32:57,Android,United Kingdom
EVT004634,USR0160,login,2026-02-07 17:34:52,iOS,France
EVT004635,USR0160,start_session,2026-02-07 17:38:52,iOS,France
EVT004636,USR0181,login,2026-02-07 17:41:55,iOS,United Kingdom
EVT004637,USR0181,start_session,2026-02-07 17:43:55,iOS,United Kingdom
EVT004638,USR0209,signup,2026-02-07 18:07:19,Android,Turkey
EVT004639,USR0181,complete_session,2026-02-07 18:26:55,iOS,United Kingdom
EVT004640,USR0108,login,2026-02-07 18:35:41,iOS,Turkey
EVT004641,USR0108,start_session,2026-02-07 18:39:41,iOS,Turkey
EVT004642,USR0181,login,2026-02-07 18:41:42,iOS,United Kingdom
EVT004643,USR0150,login,2026-02-07 18:57:41,Android,Turkey
EVT004644,USR0208,login,2026-02-07 19:00:54,iOS,Turkey
EVT004645,USR0208,start_session,2026-02-07 19:05:54,iOS,Turkey
EVT004646,USR0131,upgrade_to_premium,2026-02-07 19:07:01,iOS,Turkey
EVT004647,USR0077,login,2026-02-07 19:07:56,Android,France
EVT004648,USR0077,start_session,2026-02-07 19:15:56,Android,France
EVT004649,USR0012,login,2026-02-07 19:22:59,iOS,United Kingdom
EVT004650,USR0208,complete_session,2026-02-07 19:25:54,iOS,Turkey
EVT004651,USR0077,complete_session,2026-02-07 19:44:56,Android,France
EVT004652,USR0153,login,2026-02-07 19:50:19,Android,Germany
EVT004653,USR0153,start_session,2026-02-07 19:55:19,Android,Germany
EVT004654,USR0120,login,2026-02-07 20:04:13,Android,Turkey
EVT004655,USR0190,login,2026-02-07 20:07:18,iOS,Netherlands
EVT004656,USR0153,complete_session,2026-02-07 20:13:19,Android,Germany
EVT004657,USR0210,signup,2026-02-07 20:14:08,Android,Germany
EVT004658,USR0190,start_session,2026-02-07 20:16:18,iOS,Netherlands
EVT004659,USR0212,login,2026-02-07 20:43:48,Android,Turkey
EVT004660,USR0040,login,2026-02-07 20:45:39,Android,France
EVT004661,USR0040,start_session,2026-02-07 20:47:39,Android,France
EVT004662,USR0212,start_session,2026-02-07 20:54:48,Android,Turkey
EVT004663,USR0040,complete_session,2026-02-07 21:10:39,Android,France
EVT004664,USR0138,login,2026-02-07 21:11:16,Android,Turkey
EVT004665,USR0138,start_session,2026-02-07 21:15:16,Android,Turkey
EVT004666,USR0212,complete_session,2026-02-07 21:21:48,Android,Turkey
EVT004667,USR0158,login,2026-02-07 21:23:26,iOS,Germany
EVT004668,USR0126,login,2026-02-07 21:29:52,iOS,United Kingdom
EVT004669,USR0035,login,2026-02-07 21:35:45,Android,United Kingdom
EVT004670,USR0126,start_session,2026-02-07 21:37:52,iOS,United Kingdom
EVT004671,USR0210,login,2026-02-07 22:00:57,Android,Germany
EVT004672,USR0151,login,2026-02-07 22:06:30,Android,France
EVT004673,USR0157,login,2026-02-07 22:08:33,Android,Germany
EVT004674,USR0210,start_session,2026-02-07 22:08:57,Android,Germany
EVT004675,USR0138,complete_session,2026-02-07 22:11:16,Android,Turkey
EVT004676,USR0214,login,2026-02-07 22:11:17,Android,United Kingdom
EVT004677,USR0151,start_session,2026-02-07 22:13:30,Android,France
EVT004678,USR0200,login,2026-02-07 22:13:39,iOS,United Kingdom
EVT004679,USR0214,start_session,2026-02-07 22:16:17,Android,United Kingdom
EVT004680,USR0157,start_session,2026-02-07 22:20:33,Android,Germany
EVT004681,USR0157,login,2026-02-07 22:24:36,Android,Germany
EVT004682,USR0119,login,2026-02-07 22:28:18,iOS,Turkey
EVT004683,USR0157,start_session,2026-02-07 22:33:36,Android,Germany
EVT004684,USR0214,complete_session,2026-02-07 22:46:17,Android,United Kingdom
EVT004685,USR0110,login,2026-02-07 22:47:34,Android,Netherlands
EVT004686,USR0213,login,2026-02-07 22:58:23,iOS,United Kingdom
EVT004687,USR0151,complete_session,2026-02-07 23:04:30,Android,France
EVT004688,USR0213,start_session,2026-02-07 23:06:23,iOS,United Kingdom
EVT004689,USR0213,complete_session,2026-02-07 23:38:23,iOS,United Kingdom
EVT004690,USR0077,login,2026-02-08 07:03:05,Android,France
EVT004691,USR0077,start_session,2026-02-08 07:07:05,Android,France
EVT004692,USR0166,login,2026-02-08 07:07:25,Android,Netherlands
EVT004693,USR0166,start_session,2026-02-08 07:14:25,Android,Netherlands
EVT004694,USR0013,login,2026-02-08 07:30:58,iOS,United Kingdom
EVT004695,USR0166,complete_session,2026-02-08 07:33:25,Android,Netherlands
EVT004696,USR0013,start_session,2026-02-08 07:33:58,iOS,United Kingdom
EVT004697,USR0120,login,2026-02-08 07:35:41,Android,Turkey
EVT004698,USR0120,start_session,2026-02-08 07:40:41,Android,Turkey
EVT004699,USR0013,complete_session,2026-02-08 07:48:58,iOS,United Kingdom
EVT004700,USR0059,login,2026-02-08 07:50:33,iOS,Netherlands
EVT004701,USR0077,complete_session,2026-02-08 07:51:05,Android,France
EVT004702,USR0216,login,2026-02-08 08:00:12,Android,United Kingdom
EVT004703,USR0204,login,2026-02-08 08:08:27,Android,United Kingdom
EVT004704,USR0204,start_session,2026-02-08 08:19:27,Android,United Kingdom
EVT004705,USR0054,login,2026-02-08 08:25:08,Android,Germany
EVT004706,USR0120,complete_session,2026-02-08 08:26:41,Android,Turkey
EVT004707,USR0054,start_session,2026-02-08 08:33:08,Android,Germany
EVT004708,USR0007,login,2026-02-08 08:36:44,iOS,Turkey
EVT004709,USR0007,start_session,2026-02-08 08:37:44,iOS,Turkey
EVT004710,USR0054,complete_session,2026-02-08 08:56:08,Android,Germany
EVT004711,USR0204,complete_session,2026-02-08 09:05:27,Android,United Kingdom
EVT004712,USR0062,login,2026-02-08 09:08:12,Android,Netherlands
EVT004713,USR0195,login,2026-02-08 09:08:38,iOS,Netherlands
EVT004714,USR0195,start_session,2026-02-08 09:09:38,iOS,Netherlands
EVT004715,USR0049,login,2026-02-08 09:15:27,iOS,France
EVT004716,USR0007,complete_session,2026-02-08 09:18:44,iOS,Turkey
EVT004717,USR0062,start_session,2026-02-08 09:19:12,Android,Netherlands
EVT004718,USR0049,start_session,2026-02-08 09:23:27,iOS,France
EVT004719,USR0022,login,2026-02-08 09:52:52,iOS,United Kingdom
EVT004720,USR0062,complete_session,2026-02-08 09:53:12,Android,Netherlands
EVT004721,USR0026,login,2026-02-08 09:58:51,Android,Turkey
EVT004722,USR0022,start_session,2026-02-08 10:00:52,iOS,United Kingdom
EVT004723,USR0026,start_session,2026-02-08 10:01:51,Android,Turkey
EVT004724,USR0095,login,2026-02-08 10:07:09,iOS,United Kingdom
EVT004725,USR0132,login,2026-02-08 10:08:39,iOS,Turkey
EVT004726,USR0132,start_session,2026-02-08 10:12:39,iOS,Turkey
EVT004727,USR0095,start_session,2026-02-08 10:13:09,iOS,United Kingdom
EVT004728,USR0103,login,2026-02-08 10:21:59,Android,Turkey
EVT004729,USR0151,login,2026-02-08 10:27:28,Android,France
EVT004730,USR0024,login,2026-02-08 10:29:07,Android,France
EVT004731,USR0219,signup,2026-02-08 10:31:06,iOS,Germany
EVT004732,USR0069,login,2026-02-08 10:31:33,iOS,Netherlands
EVT004733,USR0103,start_session,2026-02-08 10:31:59,Android,Turkey
EVT004734,USR0151,start_session,2026-02-08 10:36:28,Android,France
EVT004735,USR0024,start_session,2026-02-08 10:37:07,Android,France
EVT004736,USR0095,complete_session,2026-02-08 10:45:09,iOS,United Kingdom
EVT004737,USR0107,login,2026-02-08 10:53:06,Android,Turkey
EVT004738,USR0022,complete_session,2026-02-08 10:54:52,iOS,United Kingdom
EVT004739,USR0103,complete_session,2026-02-08 11:11:59,Android,Turkey
EVT004740,USR0120,login,2026-02-08 11:12:12,Android,Turkey
EVT004741,USR0151,complete_session,2026-02-08 11:12:28,Android,France
EVT004742,USR0120,start_session,2026-02-08 11:13:12,Android,Turkey
EVT004743,USR0109,login,2026-02-08 11:16:46,Android,Germany
EVT004744,USR0136,login,2026-02-08 11:20:28,Android,France
EVT004745,USR0216,signup,2026-02-08 11:21:49,Android,United Kingdom
EVT004746,USR0136,start_session,2026-02-08 11:23:28,Android,France
EVT004747,USR0109,start_session,2026-02-08 11:27:46,Android,Germany
EVT004748,USR0012,login,2026-02-08 11:36:12,iOS,United Kingdom
EVT004749,USR0103,login,2026-02-08 11:37:25,Android,Turkey
